Song,Album Release Date,Hot100 Ranking Year,Decade,Season
Electric Blue,1987-09-21,1988,Eighties,Autumn
With Or Without You,1987-03-03,1987,Eighties,Spring
Head to Toe,1987-07-19,1987,Eighties,Summer
Never Tear Us Apart,1987-04-08,1988,Eighties,Spring
Breakout,1987-05-13,1987,Eighties,Spring
Diamonds,1987-02-13,1987,Eighties,Winter
"I Can Dream, Can't I? - 1949 Single Version",1987-01-01,1987,Eighties,Winter
I Get Weak,1987-03-09,1988,Eighties,Spring
Foolish Beat,1987-02-01,1988,Eighties,Winter
Goin' Out Of My Head/Can't Take My Eyes Off Of You - Medley / Live,1987-01-01,1987,Eighties,Winter
I Like It Like That,1987-08-04,1987,Eighties,Summer
I Found Someone,1987-01-01,1988,Eighties,Winter
Armageddon It - Remastered 2017,1987-08-03,1989,Eighties,Summer
When the Children Cry,1987-04-05,1989,Eighties,Spring
One More Try - Remastered,1987-10-30,1988,Eighties,Autumn
Pour Some Sugar On Me - Remastered 2017,1987-08-03,1988,Eighties,Summer
Nothing's Gonna Stop Us Now,1987-07-27,1987,Eighties,Summer
Patience,1987-07-21,1989,Eighties,Summer
Paradise City,1987-07-21,1989,Eighties,Summer
Is This Love - 2018 Remaster,1987-04-07,1988,Eighties,Spring
Hangin' Tough,1988-09-02,1989,Eighties,Autumn
When It's Love,1988-05-24,1988,Eighties,Spring
Stand - Remastered,1988-11-07,1989,Eighties,Autumn
Sara,1988-11-21,1988,Eighties,Autumn
Fast Car,1988-04-05,1988,Eighties,Spring
Dangerous,1988-10-19,1990,Eighties,Autumn
She Wants To Dance With Me,1988-11-26,1989,Eighties,Autumn
I Only Wanna Be With You,1988-11-01,1989,Eighties,Autumn
Good Thing,1988-01-01,1989,Eighties,Winter
Goldfinger,1988-05-23,1988,Eighties,Spring
Just Like Paradise,1988-01-26,1988,Eighties,Winter
The Look,1988-10-19,1989,Eighties,Autumn
One Good Woman,1988-07-29,1988,Eighties,Summer
How Can I Fall ?,1988-01-01,1989,Eighties,Winter
The Living Years,1988-05-08,1989,Eighties,Spring
Piano In The Dark,1988-01-01,1988,Eighties,Winter
All or Nothing,1988-11-14,1990,Eighties,Autumn
Hold Me,1988-11-21,1988,Eighties,Autumn
What Kind of Man Would I Be?,1988-06-20,1990,Eighties,Summer
Angel in Your Arms,1988-02-07,1988,Eighties,Winter
I Don't Want Your Love - 2010 Remaster,1988-10-18,1989,Eighties,Autumn
If It Isn't Love,1988-01-01,1988,Eighties,Winter
Axel F,1988-01-01,1988,Eighties,Winter
Roll With It,1988-01-01,1988,Eighties,Winter
The Valley Road,1988-03-07,1988,Eighties,Spring
Some Enchanted Evening,1988-06-12,1988,Eighties,Summer
All This Time,1988-01-01,1989,Eighties,Winter
Don't Be Cruel,1988-01-01,1988,Eighties,Winter
Shattered Dreams - Remastered 2008,1988-04-05,1988,Eighties,Spring
Opposites Attract,1988-01-01,1990,Eighties,Winter
I Don't Wanna Go On With You Like That,1988-06-24,1988,Eighties,Summer
The Lion Sleeps Tonight,1988-02-14,1988,Eighties,Winter
Shower Me With Your Love,1988-06-15,1989,Eighties,Summer
Bad Medicine,1988-09-13,1988,Eighties,Autumn
Forever Your Girl,1988-01-01,1989,Eighties,Winter
Listen To Your Heart,1988-10-19,2005,Eighties,Autumn
My Prerogative,1988-01-01,1989,Eighties,Winter
Hands To Heaven,1988-01-01,1988,Eighties,Winter
Roni,1988-01-01,1989,Eighties,Winter
I Hate Myself for Loving You,1988-05-23,1988,Eighties,Spring
Secret Rendezvous,1988-01-01,1989,Eighties,Winter
Desire,1988-10-10,1988,Eighties,Autumn
Rock Wit'cha,1988-01-01,1989,Eighties,Winter
Wind Beneath My Wings,1988-04-16,1989,Eighties,Spring
Tell It to My Heart,1988-01-19,1989,Eighties,Winter
The Loco-Motion,1988-07-04,1988,Eighties,Summer
In Your Room,1988-10-18,1989,Eighties,Autumn
Waiting for a Star to Fall,1988-06-01,1989,Eighties,Summer
Eternal Flame,1988-10-18,1989,Eighties,Autumn
The Flame,1988-04-12,1988,Eighties,Spring
Nite and Day,1988-04-26,1988,Eighties,Spring
Dreamin',1988-01-01,1989,Eighties,Winter
What I Am,1988-01-01,1989,Eighties,Winter
Look Away - 2009 Remaster,1988-06-20,1989,Eighties,Summer
The Promise,1988-01-01,1989,Eighties,Winter
The Way You Love Me,1988-01-01,1989,Eighties,Winter
"Meet Me Half Way - From ""Over The Top"" Soundtrack",1988-08-02,1988,Eighties,Summer
Born To Be My Baby,1988-09-13,1989,Eighties,Autumn
Cover Girl,1988-09-02,1989,Eighties,Autumn
"Baby, I Love Your Way/Freebird",1988-08-09,1989,Eighties,Summer
Cold Hearted,1988-01-01,1989,Eighties,Winter
Everything Your Heart Desires,1988-07-27,1988,Eighties,Summer
Baby Don't Forget My Number,1988-11-14,1989,Eighties,Autumn
The Lover In Me,1988-11-01,1989,Eighties,Autumn
Listen To Your Heart,1988-10-19,1989,Eighties,Autumn
I Don't Wanna Live Without Your Love,1988-06-20,1988,Eighties,Summer
Second Chance,1988-01-01,1989,Eighties,Winter
You Got It (The Right Stuff),1988-09-02,1989,Eighties,Autumn
She Drives Me Crazy,1988-01-01,1989,Eighties,Winter
Like The Way I Do,1988-01-01,1995,Eighties,Winter
Walk On Water,1988-09-01,1989,Eighties,Autumn
There Goes My Baby,1988-07-10,1988,Eighties,Summer
Catch Me (I'm Falling),1988-01-01,1988,Eighties,Winter
What's on Your Mind (Pure Energy),1988-06-21,1988,Eighties,Summer
I Go to Extremes,1989-10-17,1990,Eighties,Autumn
Rhythm Nation,1989-09-19,1990,Eighties,Autumn
Black Cat,1989-09-19,1990,Eighties,Autumn
With Every Beat of My Heart,1989-10-07,1990,Eighties,Autumn
"Baby, You’ve Got What It Takes",1989-01-01,1989,Eighties,Winter
Pump Up The Jam,1989-11-28,1990,Eighties,Autumn
Buttons And Bows,1989-06-13,1989,Eighties,Summer
Price of Love,1989-06-15,1990,Eighties,Summer
Love Will Never Do (Without You),1989-09-19,1991,Eighties,Autumn
How Am I Supposed to Live Without You,1989-06-27,1990,Eighties,Summer
Lost in Your Eyes,1989-01-10,1989,Eighties,Winter
Miss You Like Crazy,1989-05-20,1989,Eighties,Spring
Endlessly,1989-01-01,1989,Eighties,Winter
"C'Mon And Get My Love (feat. Cathy Dennis) - 7"" Version",1989-02-10,1990,Eighties,Winter
Don't Know Much (with Aaron Neville),1989-03-09,1990,Eighties,Spring
Symphony,1989-06-13,1989,Eighties,Summer
Free Fallin',1989-01-01,1990,Eighties,Winter
Ready Or Not,1989-01-01,1990,Eighties,Winter
Message to Michael,1989-05-14,1989,Eighties,Spring
All Around the World - Remastered,1989-06-11,1990,Eighties,Summer
Everything,1989-01-01,1990,Eighties,Winter
Love Song,1989-01-01,1990,Eighties,Winter
Dragnet,1989-01-01,1989,Eighties,Winter
After All (Love Theme From Chances Are),1989-01-01,1989,Eighties,Winter
Here and Now,1989-05-07,1990,Eighties,Spring
St. George & The Dragonet,1989-01-01,1989,Eighties,Winter
When I See You Smile,1989-06-15,1989,Eighties,Summer
Sowing The Seeds Of Love,1989-09-25,1989,Eighties,Autumn
Love Shack,1989-06-23,1989,Eighties,Summer
What You Don't Know,1989-09-01,1989,Eighties,Autumn
The End Of The Innocence,1989-01-01,1989,Eighties,Winter
Forever,1989-01-01,1990,Eighties,Winter
If I Could Turn Back Time,1989-01-01,1989,Eighties,Winter
Wicked Game,1989-06-13,1991,Eighties,Summer
Come Back To Me,1989-09-19,1990,Eighties,Autumn
This Time I Know It's for Real,1989-03-20,1989,Eighties,Spring
Wild Thing,1989-01-01,1989,Eighties,Winter
Time (Clock Of The Heart),1989-01-01,1989,Eighties,Winter
Real Love,1989-01-01,1989,Eighties,Winter
Get Up (Before The Night Is Over),1989-11-28,1990,Eighties,Autumn
"That's What Friends Are For (with Elton John, Gladys Knight & Stevie Wonder)",1989-10-31,1989,Eighties,Autumn
Alright,1989-09-19,1990,Eighties,Autumn
Another Day in Paradise - 2016 Remaster,1989-11-20,1990,Eighties,Autumn
Draggin' the Line,1989-07-12,1989,Eighties,Summer
Back To Life,1989-01-01,1990,Eighties,Winter
Georgy Girl,1989-01-30,1989,Eighties,Winter
What Kind of Fool,1989-10-03,1989,Eighties,Autumn
Doin' What Comes Natur'lly,1989-06-13,1989,Eighties,Summer
A View to a Kill,1989-11-13,1989,Eighties,Autumn
Bust A Move,1989-01-01,1989,Eighties,Winter
Major Tom (Coming Home),1989-04-04,1989,Eighties,Spring
We Didn't Start the Fire,1989-10-17,1990,Eighties,Autumn
Whip Appeal,1989-07-07,1990,Eighties,Summer
The Boll Weevil Song,1989-01-01,1989,Eighties,Winter
On Our Own,1989-06-16,1989,Eighties,Summer
Funky Cold Medina,1989-01-01,1989,Eighties,Winter
Poison,1989-07-25,1989,Eighties,Summer
Epic,1989-05-13,1990,Eighties,Spring
Buttons And Bows,1989-06-13,1989,Eighties,Summer
The Way You Do The Things You Do,1989-01-01,1991,Eighties,Winter
If You Don't Know Me by Now - 2008 Remaster,1989-06-12,1989,Eighties,Summer
This One's for the Children,1989-07-13,1990,Eighties,Summer
I Remember You,1989-01-24,1990,Eighties,Winter
If I Could Turn Back Time,1989-01-01,2002,Eighties,Winter
Buffalo Stance,1989-01-01,1989,Eighties,Winter
Batdance,1989-06-20,1989,Eighties,Summer
Right Here Waiting,1989-01-01,1989,Eighties,Winter
Without You,1989-09-01,1990,Eighties,Autumn
I Remember Holding You,1989-02-14,1989,Eighties,Winter
Mama Can't Buy You Love,1989-02-01,1989,Eighties,Winter
Escapade,1989-09-19,1990,Eighties,Autumn
Spooky,1989-08-31,1989,Eighties,Summer
Just Like Jesse James,1989-01-01,1990,Eighties,Winter
We Can't Go Wrong,1989-01-01,1990,Eighties,Winter
Something Happened on the Way to Heaven - 2016 Remaster,1989-11-20,1990,Eighties,Autumn
Crystal Blue Persuasion,1989-01-10,1989,Eighties,Winter
(They Call Me The) Moonlight Gambler,1989-08-08,1989,Eighties,Summer
How Can We Be Lovers,1989-06-27,1990,Eighties,Summer
Guilty (Duet with Barry Gibb),1989-10-03,1989,Eighties,Autumn
Black Velvet,1989-03-14,1990,Eighties,Spring
Here We Are,1989-07-11,1990,Eighties,Summer
When I'm Back On My Feet Again,1989-06-27,1990,Eighties,Summer
I Wish It Would Rain Down - 2016 Remaster,1989-11-20,1990,Eighties,Autumn
"The Theme from ""A Summer Place""",1989-06-13,1989,Eighties,Summer
So Alive,1989-09-04,1989,Eighties,Autumn
Mentirosa,1989-01-01,1990,Eighties,Winter
Heaven,1989-04-11,1989,Eighties,Spring
Do You Remember? - 2016 Remaster,1989-11-20,1990,Eighties,Autumn
Miss You Much,1989-09-19,1989,Eighties,Autumn
Keep On Movin',1989-01-01,1989,Eighties,Winter
Lovesong - 2010 Remaster,1989-05-02,1989,Eighties,Spring
I Like It,1989-01-01,1989,Eighties,Winter
Close To You,1990-01-01,1990,Nighnties,Winter
Sea Cruise,1990-01-01,1990,Nighnties,Winter
Lay a Little Lovin' on Me - Robin's Stereo Mix,1990-01-31,1990,Nighnties,Winter
The Humpty Dance,1990-03-26,1990,Nighnties,Spring
"Blaze Of Glory - From ""Young Guns II"" Soundtrack",1990-01-01,1990,Nighnties,Winter
Around The Way Girl,1990-08-27,1991,Nighnties,Summer
Show Me The Way,1990-01-01,1991,Nighnties,Winter
Vision of Love,1990-06-12,1990,Nighnties,Summer
Something To Believe In - Remastered,1990-08-25,1991,Nighnties,Summer
This House,1990-01-01,1991,Nighnties,Winter
"It Must Have Been Love - From the Film ""Pretty Woman""",1990-05-20,1990,Nighnties,Spring
The First Time,1990-03-20,1991,Nighnties,Spring
Hold On,1990-04-03,1990,Nighnties,Spring
Love Takes Time,1990-06-12,1991,Nighnties,Summer
Get Here,1990-01-01,1991,Nighnties,Winter
Love Takes Time,1990-06-12,1990,Nighnties,Summer
Convoy,1990-01-01,1990,Nighnties,Winter
Impulsive,1990-05-08,1991,Nighnties,Spring
She's Playing Hard To Get,1990-04-04,1992,Nighnties,Spring
The Tijuana Jail - 1990 Digital Remaster,1990-06-18,1990,Nighnties,Summer
Have You Seen Her,1990-02-20,1990,Nighnties,Winter
Let the Little Girl Dance,1990-01-31,1990,Nighnties,Winter
Signs - Live At The Trocadero / 1990,1990-01-01,1991,Nighnties,Winter
(I've Had) The Time Of My Life,1990-10-01,1990,Nighnties,Autumn
Poison,1990-01-01,1990,Nighnties,Winter
More Than Words,1990-01-01,1991,Nighnties,Winter
Too Many Walls,1990-08-14,1991,Nighnties,Summer
Do Me!,1990-01-01,1990,Nighnties,Winter
Secretly,1990-07-21,1990,Nighnties,Summer
Unskinny Bop,1990-05-09,1990,Nighnties,Spring
Everybody Everybody,1990-04-09,1990,Nighnties,Spring
Head Over Heels,1990-01-01,1990,Nighnties,Winter
Make You Sweat,1990-01-01,1990,Nighnties,Winter
Oh Girl,1990-05-10,1990,Nighnties,Spring
Hole Hearted,1990-01-01,1991,Nighnties,Winter
After The Rain - Remastered 2017,1990-06-26,1991,Nighnties,Summer
Gonna Make You Sweat (Everybody Dance Now) - Clivilless & Cole DJ's Choice Mix,1990-09-08,1991,Nighnties,Autumn
Woody Woodpecker Song,1990-06-19,1990,Nighnties,Summer
Thieves in the Temple,1990-08-17,1990,Nighnties,Summer
Someday,1990-06-12,1991,Nighnties,Summer
One More Try,1990-03-15,1991,Nighnties,Spring
The Birds and the Bees,1990-07-11,1990,Nighnties,Summer
Crazy for You - Edit,1990-11-09,1990,Nighnties,Autumn
Nothing Compares 2 U,1990-07-01,1990,Nighnties,Summer
Things That Make You Go Hmmmm.... (feat. Freedom Williams),1990-07-17,1991,Nighnties,Summer
The Power,1990-01-01,1990,Nighnties,Winter
Sensitivity,1990-01-01,1991,Nighnties,Winter
Just Another Dream - 7” US Mix,1990-08-14,1991,Nighnties,Summer
Miles Away,1990-07-20,1991,Nighnties,Summer
She Ain't Worth It,1990-01-01,1990,Nighnties,Winter
Cradle Of Love,1990-05-01,1990,Nighnties,Spring
Giving You The Benefit,1990-01-01,1990,Nighnties,Winter
If Wishes Came True,1990-07-12,1990,Nighnties,Summer
My Kind of Girl,1990-04-19,1990,Nighnties,Spring
From a Distance,1990-04-11,1991,Nighnties,Spring
I Like the Way (The Kissing Game),1990-04-01,1991,Nighnties,Spring
Love of a Lifetime,1990-09-01,1991,Nighnties,Autumn
Sadeness - Pt. 1 / Radio Edit,1990-01-01,1991,Nighnties,Winter
Sad Songs (Say So Much),1990-11-08,1990,Nighnties,Autumn
Wind Of Change,1990-01-01,1991,Nighnties,Winter
Green Grass - Remastered,1990-01-01,1990,Nighnties,Winter
Hazy Shade of Winter,1990-01-01,1990,Nighnties,Winter
Rub You The Right Way,1990-01-01,1990,Nighnties,Winter
Where Have All The Flowers Gone? - Remastered,1990-06-18,1990,Nighnties,Summer
All I Wanna Do Is Make Love To You,1990-03-25,1990,Nighnties,Spring
I Saw Red,1990-05-01,1991,Nighnties,Spring
All The Man That I Need,1990-11-04,1991,Nighnties,Autumn
Strike It Up,1990-04-09,1991,Nighnties,Spring
I Can't Wait Another Minute,1990-06-15,1991,Nighnties,Summer
Jerk Out #3,1990-05-13,1990,Nighnties,Spring
High Enough,1990-08-13,1991,Nighnties,Summer
Hold On,1990-05-08,1990,Nighnties,Spring
Groove Is in the Heart,1990-08-07,1991,Nighnties,Summer
Step by Step,1990-06-04,1990,Nighnties,Summer
Romeo - Radio Edit,1990-01-01,1990,Nighnties,Winter
Play That Funky Music,1990-01-01,1991,Nighnties,Winter
Silent Lucidity - Remastered 2003,1990-09-12,1991,Nighnties,Autumn
Do You Want Me,1990-01-01,1991,Nighnties,Winter
"Touch Me (All Night Long) - 7"" Mix",1990-08-14,1991,Nighnties,Summer
U Can't Touch This,1990-02-20,1990,Nighnties,Winter
Release Me,1990-05-08,1990,Nighnties,Spring
Disappear,1990-06-22,1991,Nighnties,Summer
Goodbye Baby,1990-03-12,1990,Nighnties,Spring
Come & Talk To Me,1991-05-28,1992,Nighnties,Spring
Don't Cry (Original),1991-09-17,1991,Nighnties,Autumn
Two Princes,1991-08-27,1993,Nighnties,Summer
Stand Back,1991-08-30,1991,Nighnties,Summer
Losing My Religion,1991-03-12,1991,Nighnties,Spring
Under the Bridge,1991-09-24,1992,Nighnties,Autumn
Let It Be Me,1991-05-13,1991,Nighnties,Spring
Good For Me,1991-07-13,1992,Nighnties,Summer
Wildside,1991-04-10,1992,Nighnties,Spring
Romantic,1991-02-10,1991,Nighnties,Winter
Hazard,1991-01-01,1992,Nighnties,Winter
Do Anything (feat. Niki Harris),1991-11-01,1991,Nighnties,Autumn
Roses Are Red (My Love),1991-09-03,1991,Nighnties,Autumn
"Time, Love and Tenderness",1991-04-23,1991,Nighnties,Spring
Walkin' My Baby Back Home,1991-09-03,1991,Nighnties,Autumn
Our Love Is Here To Stay,1991-06-11,1991,Nighnties,Summer
Summertime,1991-07-09,1991,Nighnties,Summer
Everybody Plays The Fool,1991-01-01,1991,Nighnties,Winter
Hold on My Heart - 2007 Remaster,1991-11-11,1992,Nighnties,Autumn
End Of The Road,1991-04-30,1992,Nighnties,Spring
It's Five O'Clock Somewhere (with Jimmy Buffett),1991-03-06,2003,Nighnties,Spring
In The Still Of The Nite (I'll Remember),1991-04-30,1993,Nighnties,Spring
"Can't Fight This Feeling - Live at Kemper Arena, Kansas City, MO - January 1985",1991-04-09,1991,Nighnties,Spring
I Love Your Smile,1991-11-19,1992,Nighnties,Autumn
Something To Talk About,1991-01-01,1991,Nighnties,Winter
Papa's Got A Brand New Bag,1991-01-01,1991,Nighnties,Winter
All 4 Love,1991-07-23,1992,Nighnties,Summer
Good Vibrations,1991-03-07,1991,Nighnties,Spring
Just Walkin' in the Rain,1991-09-03,1991,Nighnties,Autumn
Time Won't Let Me,1991-01-01,1991,Nighnties,Winter
Have I Told You Lately - 2008 Remaster,1991-05-19,1993,Nighnties,Spring
Round and Round - Soul Mix Edit,1991-04-10,1991,Nighnties,Spring
Coming Out of the Dark,1991-01-29,1991,Nighnties,Winter
Leather and Lace (with Don Henley),1991-08-30,1991,Nighnties,Summer
Cream,1991-10-01,1991,Nighnties,Autumn
Make It Happen,1991-09-17,1992,Nighnties,Autumn
I Love a Rainy Night,1991-05-07,1991,Nighnties,Spring
No More Tears,1991-09-17,1991,Nighnties,Autumn
All This Time,1991-03-03,1991,Nighnties,Spring
I Adore Mi Amor,1991-07-23,1991,Nighnties,Summer
Blowing Kisses In The Wind,1991-01-01,1992,Nighnties,Winter
Unbelievable,1991-05-07,1991,Nighnties,Spring
In the Closet,1991-11-13,1992,Nighnties,Autumn
I Can't Make You Love Me,1991-01-01,1992,Nighnties,Winter
It Ain't Over 'Til It's Over,1991-04-02,1991,Nighnties,Spring
The Little White Cloud That Cried,1991-09-03,1991,Nighnties,Autumn
Red Rubber Ball,1991-08-27,1991,Nighnties,Summer
To Be With You - 2021 Remastered,1991-10-15,1992,Nighnties,Autumn
Every Heartbeat,1991-03-13,1991,Nighnties,Spring
Tell Me What You Want Me to Do,1991-04-14,1992,Nighnties,Spring
Iesha,1991-02-11,1991,Nighnties,Winter
Smells Like Teen Spirit,1991-09-26,1992,Nighnties,Autumn
Rush Rush,1991-01-01,1991,Nighnties,Winter
I Will Remember You,1991-06-09,1992,Nighnties,Summer
Rico Suave,1991-01-01,1991,Nighnties,Winter
The One and Only,1991-04-13,1991,Nighnties,Spring
Thought I'd Died And Gone To Heaven,1991-09-24,1992,Nighnties,Autumn
The Promise Of A New Day,1991-01-01,1991,Nighnties,Winter
Do I Have To Say The Words?,1991-09-24,1992,Nighnties,Autumn
Enchanted,1991-01-01,1991,Nighnties,Winter
When a Man Loves a Woman,1991-04-23,1992,Nighnties,Spring
One,1991-11-18,1992,Nighnties,Autumn
Real Real Real,1991-01-28,1991,Nighnties,Winter
Fading Like A Flower (Every Time You Leave),1991-03-28,1991,Nighnties,Spring
Power of Love / Love Power,1991-04-26,1991,Nighnties,Spring
I Touch Myself,1991-01-01,1991,Nighnties,Winter
Breakin' My Heart (Pretty Brown Eyes),1991-01-01,1992,Nighnties,Winter
Chattanoogie Shoe Shine Boy - 1949 Single Version,1991-01-01,1991,Nighnties,Winter
The Way I Feel About You,1991-09-13,1992,Nighnties,Autumn
Piece of My Heart,1991-05-13,1991,Nighnties,Spring
I Can't Dance - 2007 Remaster,1991-11-11,1992,Nighnties,Autumn
Keep It Comin',1991-06-10,1992,Nighnties,Summer
Just Take My Heart - 2021 Remastered,1991-06-11,1992,Nighnties,Summer
Love Is a Wonderful Thing,1991-04-23,1991,Nighnties,Spring
Now That We Found Love,1991-01-01,1991,Nighnties,Winter
Motownphilly,1991-04-30,1991,Nighnties,Spring
Take This Heart,1991-01-01,1992,Nighnties,Winter
A Blossom Fell,1991-01-01,1991,Nighnties,Winter
Just Walkin' in the Rain,1991-09-03,1991,Nighnties,Autumn
Part-Time Love,1991-02-20,1991,Nighnties,Winter
Shiny Happy People,1991-03-12,1991,Nighnties,Spring
No Son of Mine - 2007 Remaster,1991-11-11,1992,Nighnties,Autumn
All I Want,1991-08-27,1992,Nighnties,Summer
Hold You Tight,1991-07-14,1991,Nighnties,Summer
Pink Cadillac,1991-06-04,1991,Nighnties,Summer
Save The Best For Last,1991-01-01,1992,Nighnties,Winter
Send For Me,1991-01-01,1991,Nighnties,Winter
2 Legit 2 Quit,1991-01-01,1992,Nighnties,Winter
Diamonds and Pearls,1991-10-01,1992,Nighnties,Autumn
O.P.P,1991-09-03,1991,Nighnties,Autumn
Life Is A Highway,1991-09-19,1992,Nighnties,Autumn
Moonglow and Theme from Picnic,1991-05-08,1991,Nighnties,Spring
"Answer Me, My Love",1991-01-01,1991,Nighnties,Winter
"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",1991-05-12,1991,Nighnties,Spring
Mysterious Ways,1991-11-18,1992,Nighnties,Autumn
Thinkin' Back,1991-07-23,1992,Nighnties,Summer
Right Here Right Now,1991-01-28,1991,Nighnties,Winter
The Motown Song (with The Temptations),1991-06-08,1991,Nighnties,Summer
November Rain,1991-09-17,1992,Nighnties,Autumn
"Baby, Baby",1991-04-07,1991,Nighnties,Spring
Moonglow and Theme from Picnic,1991-05-08,1991,Nighnties,Spring
"My Truly, Truly Fair (with Mitch Miller & His Orchestra & Chorus)",1991-09-03,1991,Nighnties,Autumn
Too Young,1991-01-01,1991,Nighnties,Winter
Running With The Night - Single Version,1992-01-01,1992,Nighnties,Winter
They Want EFX,1992-04-07,1992,Nighnties,Spring
Ain't 2 Proud 2 Beg,1992-02-25,1992,Nighnties,Winter
Sexy Eyes - Single Version,1992-01-01,1992,Nighnties,Winter
