Song,Artist(s) Genres,Genres count,Weight,total weight of genres
Bounce With Me (feat. Xscape) - Edited Album Version,"{' urban contemporary', ' dirty south rap', ' trap', ' r&b', ' rap', ' contemporary r&b', ' southern hip hop', ' pop rap', 'hip pop', ' atl hip hop', ' dance pop', ' girl group'}",12,4299,51588
Salt Shaker,"{' dirty south rap', ' atlanta bass', 'southern hip hop', ' crunk', ' atl hip hop', ' old school atlanta hip hop'}",6,608,3648
Psychedelic Shack,"{'memphis soul', ' memphis soul', ' motown', 'motown', ' soul'}",5,735,3675
The Great Pretender,"{' rock-and-roll', ' easy listening', 'rockabilly', ' adult standards'}",4,1075,4300
Wow.,"{' rap', ' dfw rap', ' melodic rap', 'pop'}",4,1253,5012
Naked Eye,"{' lilith', 'alternative pop'}",2,56,112
The Long And Winding Road - Remastered 2009,"{' psychedelic rock', ' classic rock', ' rock', 'psychedelic rock', ' british invasion', ' beatlesque', 'rock', ' merseybeat'}",8,1926,15408
Like The Way I Do,"{'heartland rock', ' lilith', ' pop rock', ' ectofolk', ' singer-songwriter'}",5,931,4655
There Goes My Baby,"{' south carolina hip hop', ' urban contemporary', ' r&b', ' rap', 'dance pop', ' contemporary r&b', ' atl hip hop', ' pop'}",8,3326,26608
Didn't We Almost Have It All (Originally Performed By Whitney Houston) - Karaoke Backing Track,,0,0,0
Little Diane,"{' rock-and-roll', ' doo-wop', 'rockabilly'}",3,525,1575
Deeper and Deeper,"{' pop', 'dance pop', ' dance pop', 'pop'}",4,2079,8316
Breakin' My Heart (Pretty Brown Eyes),"{' new jack swing', 'contemporary r&b', ' r&b', ' minneapolis sound'}",4,1076,4304
Material Girl,"{'dance pop', ' pop', ' dance pop', 'pop'}",4,2079,8316
Golden Years - 2016 Remaster,"{' glam rock', ' classic rock', ' rock', ' permanent wave', 'art rock'}",5,1559,7795
Sexy Can I,"{' hip pop', 'chicago rap', ' pop rap'}",3,509,1527
Mandy,"{' soft rock', 'mellow gold', ' yacht rock', ' adult standards'}",4,1395,5580
Dreamin',"{' urban contemporary', 'contemporary r&b', ' quiet storm'}",3,1039,3117
Marvin Gaye (feat. Meghan Trainor),"{'viral pop', ' hip pop', ' pop'}",3,699,2097
(I Love You) For Sentimental Reasons,{'british dance band'},1,5,5
Get Here,,0,0,0
Doctor My Eyes,"{'heartland rock', ' soft rock', ' classic rock', ' piano rock', ' album rock', ' mellow gold', ' folk rock', ' singer-songwriter', ' country rock', ' folk'}",10,4130,41300
Key Largo,,0,0,0
Like You'll Never See Me Again (Live From Allianz Parque Sao Paulo Brazil),"{' r&b', ' neo soul', 'neo soul', ' pop', 'pop'}",5,1933,9665
Cool Change - Remastered 2022,"{' soft rock', ' classic rock', ' album rock', 'country rock', ' mellow gold', ' singer-songwriter', ' yacht rock'}",7,3348,23436
Mirrors,"{'dance pop', ' pop', ' dance pop', 'pop'}",4,2079,8316
Working for the Weekend,"{'heartland rock', ' soft rock', ' glam metal', ' classic rock', ' classic canadian rock', ' album rock', ' mellow gold', ' hard rock'}",8,3488,27904
"That's What Friends Are For (with Elton John, Gladys Knight & Stevie Wonder)","{'soul', ' soft rock', ' glam rock', ' rock', ' piano rock', ' quiet storm', ' disco', ' vocal jazz', ' mellow gold', ' brill building pop', ' motown', ' adult standards'}",12,3870,46440
Come Softly To Me,"{' vocal harmony group', ' rock-and-roll', 'doo-wop'}",3,473,1419
Angel,{'soft rock'},1,253,253
Lotta Love,{'yacht rock'},1,21,21
Runaway,"{' urban contemporary', ' r&b', 'dance pop'}",3,1637,4911
That Don't Impress Me Much,"{' canadian country', ' canadian pop', ' country', 'country dawn', ' contemporary country'}",5,561,2805
Rush Rush,"{'new wave pop', ' soft rock', ' dance pop'}",3,1647,4941
Dandy,"{'beach music', 'glam metal', ' classic soul', ' new romantic', 'new wave pop', ' rock', ' quiet storm', ' philly soul', 'hard rock', ' memphis soul', ' singer-songwriter', ' new wave pop', ' hard rock', ' instrumental funk', 'soft rock', ' new wave', ' soft rock', 'dance pop', ' blues', ' soul', ' girl group', ' psychedelic rock', 'heartland rock', ' jangle pop', ' rock-and-roll', ' r&b', ' southern soul', ' permanent wave', ' disco', ' album rock', ' instrumental soul', ' folk', ' pop', ' synthpop', 'karaoke', ' urban contemporary', 'soul', 'folk rock', ' funk', ' classic rock', ' glam metal', ' british invasion', ' candy pop', ' mellow gold', ' country rock', 'instrumental soul', ' adult standards'}",47,13075,614525
I Kissed A Girl,{'pop'},1,588,588
Don't Happen Twice - In the Style of Kenny Chesney (Karaoke Version Teaching Vocal),{'karaoke'},1,177,177
Do You Really Want To Hurt Me,"{' synthpop', ' new romantic', 'new wave pop', ' soft rock', ' new wave', ' album rock'}",6,2237,13422
Habits (Stay High),"{' swedish electropop', ' metropopolis', ' swedish pop', 'swedish synthpop', ' pop'}",5,614,3070
Grenade,"{' dance pop', 'pop'}",2,1142,2284
"Go, Jimmy, Go","{' rock-and-roll', ' rhythm and blues', 'rock-and-roll', 'doo-wop', ' swamp pop', ' doo-wop'}",6,738,4428
Harlem Shake,"{' electronic trap', ' edm', 'electro house'}",3,79,237
When I See You Smile,"{'glam metal', ' album rock', ' hard rock', ' soft rock'}",4,1775,7100
California Gurls,"{' rap', ' pop', ' gangster rap', ' hip hop', ' west coast rap', ' pop rap', 'g funk'}",7,2162,15134
No More Lies,"{'beach music', 'glam metal', ' classic soul', ' new romantic', 'new wave pop', ' rock', ' quiet storm', 'hard rock', ' memphis soul', ' singer-songwriter', ' new wave pop', ' hard rock', ' instrumental funk', 'soft rock', ' new wave', ' soft rock', 'dance pop', ' new jack swing', ' blues', ' soul', ' girl group', ' psychedelic rock', 'heartland rock', ' jangle pop', ' r&b', ' rock-and-roll', ' country rock', ' southern soul', ' permanent wave', ' disco', ' album rock', ' instrumental soul', ' folk', ' pop', ' synthpop', 'karaoke', ' urban contemporary', 'soul', 'folk rock', ' adult standards', ' funk', ' classic rock', ' glam metal', ' british invasion', ' mellow gold', ' candy pop', 'instrumental soul', 'contemporary r&b', ' philly soul'}",49,13433,658217
Fall in Love with Me,"{' funk', ' disco', 'jazz funk', ' soul'}",4,893,3572
Don't Take the Girl (Originally Performed by Tim Mcgraw) [Karaoke Version],,0,0,0
Angel of the Morning,,0,0,0
Get Closer,"{' soft rock', 'folk rock', ' classic rock', ' album rock', ' mellow gold', ' singer-songwriter', ' yacht rock'}",7,3530,24710
Spiders & Snakes,"{'classic country pop', ' bubblegum pop'}",2,184,368
Post to Be (feat. Chris Brown & Jhene Aiko),"{' urban contemporary', ' trap', ' r&b', ' rap', ' southern hip hop', 'hip pop', ' dance pop'}",7,3134,21938
Tell Me,"{' rhythm and blues', 'doo-wop'}",2,172,344
Lido Shuffle,"{'yacht rock', ' soft rock', ' classic rock', ' mellow gold', ' singer-songwriter'}",5,2602,13010
"Billy, Don't Be A Hero",{'bubblegum pop'},1,47,47
If You Love Somebody Set Them Free,"{'permanent wave', 'soft rock', ' soft rock', ' sophisti-pop', ' permanent wave'}",5,1298,6490
Austin,"{' classic oklahoma country', 'country road', ' country', 'contemporary country', ' contemporary country', ' country road'}",6,629,3774
No Not Much,"{' vocal harmony group', 'doo-wop'}",2,128,256
Don't Just Stand There,{'deep adult standards'},1,52,52
Stickwitu,"{' pop', ' dance pop', 'girl group'}",3,1148,3444
All Night Long - Single Version,{'soft rock'},1,253,253
Invisible Touch - 2007 Remaster,"{' soft rock', ' rock', ' classic rock', 'art rock', ' symphonic rock', ' album rock', ' mellow gold', ' progressive rock', ' hard rock'}",9,3811,34299
Mouth,,0,0,0
No One Else (feat. Da Brat),"{' urban contemporary', ' dirty south rap', ' r&b', ' chicago rap', ' contemporary r&b', ' new jack swing', 'hip pop'}",7,2119,14833
First Class,"{' deep underground hip hop', ' kentucky hip hop', ' rap', 'pop rap'}",4,656,2624
My Love,"{'heartland rock', ' soft rock', ' rock', ' classic rock', ' album rock', ' mellow gold', ' folk rock', ' beatlesque', ' singer-songwriter'}",9,4345,39105
Morgen,"{' croatian pop', ' classic schlager', 'vintage schlager', ' yu-mex'}",4,4,16
Go Getta,"{' dirty south rap', ' trap', ' rap', 'gangster rap', ' crunk', ' atl hip hop', ' old school atlanta hip hop', ' southern hip hop'}",8,1826,14608
Make Me Lose Control,"{'new wave pop', ' soft rock', ' mellow gold', ' yacht rock'}",4,1954,7816
Indian Reservation (The Lament of the Cherokee Reservation Indian),"{' psychedelic rock', ' classic garage rock', ' bubblegum pop', ' soft rock', ' protopunk', ' classic rock', ' mellow gold', ' folk rock', 'rock-and-roll', ' country rock', ' singer-songwriter', ' rockabilly', ' merseybeat'}",13,3897,50661
Teen Idle,"{'metropopolis', ' uk alternative pop', ' pop', ' pov: indie'}",4,591,2364
Party Up (Up In Here),"{' rap', 'gangster rap', ' east coast hip hop', ' hardcore hip hop', ' hip hop'}",5,1479,7395
Yoü And I,"{' art pop', ' dance pop', 'pop'}",3,1171,3513
Hooked on a Feeling - Rerecorded,"{' soft rock', 'folk rock', ' adult standards', ' mellow gold', ' classic country pop', ' bubblegum pop'}",6,2408,14448
Go Your Own Way - 2004 Remaster,"{' soft rock', ' classic rock', ' album rock', 'rock', ' yacht rock'}",5,2296,11480
Gotta Get Thru This - D'N'D Radio Edit,"{' europop', 'talent show'}",2,63,126
Make It Rain,"{' dirty south rap', ' trap', ' rap', ' new orleans rap', 'gangster rap', ' east coast hip hop', ' hardcore hip hop', ' hip hop', ' pop rap', ' bronx hip hop'}",10,2384,23840
Hold on My Heart - 2007 Remaster,"{'soft rock', ' soft rock', ' art rock', ' classic rock', ' rock', 'art rock', ' symphonic rock', ' album rock', ' mellow gold', ' progressive rock', ' hard rock'}",11,4115,45265
Ticket To Ride - Remastered 2009,"{' psychedelic rock', ' classic rock', ' rock', 'psychedelic rock', ' british invasion', ' beatlesque', 'rock', ' merseybeat'}",8,1926,15408
This Magic Moment,"{' classic garage rock', ' rock-and-roll', 'doo-wop', ' bubblegum pop', ' merseybeat'}",5,784,3920
Viva La Vida,"{'permanent wave', ' permanent wave', ' pop', 'pop'}",4,1386,5544
Say It Right,"{' canadian latin', ' canadian pop', 'dance pop', ' pop'}",4,1105,4420
Bank Account,"{' rap', ' hip hop', 'trap', ' atl hip hop'}",4,1315,5260
Girl You Know It's True,"{'new wave pop', ' freestyle', ' new jack swing'}",3,525,1575
Give Me Just One Night (Una Noche),{'boy band'},1,22,22
Gives You Hell,"{' neon pop punk', ' modern rock', ' pop rock', ' post-grunge', 'neo mellow', ' pop punk', ' alternative metal'}",7,481,3367
Walking On Sunshine,{'new wave pop'},1,302,302
Try Again,"{' urban contemporary', ' r&b', ' contemporary r&b', 'hip pop', ' dance pop'}",5,2272,11360
Forever After All,"{'contemporary country', ' country'}",2,267,534
Tragedy,"{'soft rock', ' disco'}",2,571,1142
Studio,"{' trap', 'chicago rap', ' rap', ' gangster rap', ' hip hop', ' pop rap', ' alternative r&b', ' southern hip hop'}",8,2067,16536
Can't Live Without Your Love And Affection (Karaoke Version - In The Style Of Nelson),{'karaoke'},1,177,177
Take Me to Church,"{' modern rock', ' pop', 'pov: indie', ' irish singer-songwriter'}",4,668,2672
Lips Are Movin,"{' hip pop', 'pop'}",2,689,1378
Rockin' Around The Christmas Tree,"{' easy listening', 'rockabilly', 'easy listening', ' lounge', ' adult standards', ' rockabilly'}",6,1072,6432
Don't Forget Me (When I'm Gone),"{'classic canadian rock', ' new wave pop'}",2,204,408
Chariot,"{'neo mellow', ' pop rock'}",2,195,390
I Don't Want to Wait,"{' ectofolk', ' lilith', 'new wave pop', ' pop rock'}",4,505,2020
Only Human,"{' boy band', 'pop'}",2,686,1372
Election Day - 2010 Remaster,{'synthpop'},1,1,1
The Sign,"{' europop', ' eurodance', 'new wave pop'}",3,371,1113
Breakaway,"{'talent show', ' talent show', ' pop', ' dance pop', 'pop'}",5,1772,8860
How Forever Feels,"{' country', 'country road', 'contemporary country', ' contemporary country', ' country road'}",5,605,3025
everything i wanted,"{' art pop', ' electropop', 'pop'}",3,643,1929
Lookin' For A Love,"{' classic soul', 'soul', ' southern soul', ' funk', ' quiet storm'}",5,1198,5990
I Am...I Said - Single Version,"{'heartland rock', ' soft rock', 'folk rock', ' mellow gold', ' folk rock', ' singer-songwriter', ' yacht rock', ' brill building pop', ' heartland rock', ' adult standards'}",10,3471,34710
Unskinny Bop,"{'glam metal', ' album rock', ' hard rock', ' rock'}",4,1608,6432
Loungin (Who Do Ya Luv) - Remix,"{' r&b', ' queens hip hop', ' rap', ' old school hip hop', ' east coast hip hop', ' hip hop', ' contemporary r&b', ' golden age hip hop', ' new jack swing', 'hip pop'}",10,2598,25980
Goodnight Tonight,"{'heartland rock', ' soft rock', ' rock', ' classic rock', ' album rock', ' mellow gold', ' folk rock', ' beatlesque', ' singer-songwriter'}",9,4345,39105
Why Don't You & I (feat. Chad Kroeger),"{' mexican classic rock', ' blues rock', 'classic rock'}",3,131,393
Kiss Kiss (feat. T-Pain),"{' urban contemporary', ' trap', ' r&b', ' rap', 'gangster rap', ' hip hop', ' southern hip hop', ' pop rap', ' dance pop'}",9,3998,35982
I'll Be There,"{'motown', ' soul'}",2,410,820
Rainy Days And Mondays,{'musica para ninos'},1,2,2
Mask Off,"{' trap', ' rap', 'southern hip hop', ' hip hop', ' atl hip hop'}",5,1686,8430
Biggest Part of Me,"{'soft rock', ' yacht rock'}",2,409,818
What About Now,"{'contemporary country', ' country', ' country road'}",3,353,1059
Venus,"{' rock-and-roll', ' bubblegum pop', ' easy listening', 'rockabilly', ' doo-wop', ' adult standards'}",6,1319,7914
Call Me Maybe,"{' canadian pop', ' dance pop', 'pop'}",3,1305,3915
Back On the Chain Gang - Originally Performed By the Pretenders,,0,0,0
Chapel Of Love,"{' doo-wop', ' rock-and-roll', 'classic girl group'}",3,441,1323
Down In the DM (feat. Nicki Minaj) - Remix,"{' trap', ' dirty south rap', ' queens hip hop', ' rap', ' gangster rap', ' tennessee hip hop', ' memphis hip hop', 'hip pop', ' pop', ' southern hip hop'}",10,2214,22140
What a Fool Believes,"{'heartland rock', ' rock', ' album rock', ' folk rock', ' singer-songwriter', ' hard rock', ' soft rock', ' classic rock', ' mellow gold', ' yacht rock', ' country rock'}",11,4995,54945
Get It Together,"{' urban contemporary', ' r&b', ' contemporary r&b', 'hip pop', ' girl group'}",5,1850,9250
On And On,"{'soft rock', ' yacht rock'}",2,409,818
Born to Be Alive - The Original,"{'hi-nrg', ' disco'}",2,321,642
Cowboys to Girls,"{' southern soul', ' quiet storm', 'classic soul', ' motown', ' philly soul'}",5,791,3955
Laughing On The Outside (Crying On The Inside) - Remastered,,0,0,0
We Are The Champions - Remastered,"{' glam rock', 'glam rock', ' rock', ' classic rock', 'classic rock'}",5,1408,7040
What's New Pussycat?,"{'british invasion', ' adult standards'}",2,463,926
Big Daddy,"{' r&b', ' contemporary r&b', ' reggae fusion', ' new jack swing', 'hip pop'}",5,1315,6575
Indian Giver - Remastered,"{' classic garage rock', 'classic garage rock', 'merseybeat', ' bubblegum pop', ' merseybeat'}",5,363,1815
Somethin' 'Bout A Truck,"{' country', ' contemporary country', ' modern country rock', 'country road'}",4,498,1992
My Boo - Hitman's Club Mix,{'atlanta bass'},1,5,5
California Girls,"{'glam metal', ' classic rock', ' album rock', ' hard rock'}",4,1641,6564
Mr. Lee,"{' classic girl group', ' rhythm and blues', 'doo-wop'}",3,201,603
I'm So Into You,"{' urban contemporary', ' r&b', ' contemporary r&b', ' new jack swing', 'hip pop', ' girl group'}",6,2037,12222
Misunderstanding,"{' art rock', ' rock', 'art rock', ' album rock', ' hard rock', 'soft rock', ' soft rock', ' classic rock', ' symphonic rock', ' mellow gold', ' progressive rock'}",11,4115,45265
I Love Me Some Him,"{' urban contemporary', ' r&b', 'contemporary r&b', ' dance pop'}",4,2003,8012
From the Bottom of My Broken Heart,"{' pop', 'dance pop', ' dance pop', 'pop'}",4,2079,8316
Blurry,"{' alternative metal', ' nu metal', 'post-grunge'}",3,147,441
I'm Telling You Now,"{'british invasion', ' merseybeat'}",2,145,290
You Learn - 2015 Remaster,"{' neo mellow', 'canadian singer-songwriter', ' lilith', ' pop rock', ' canadian pop', ' singer-songwriter'}",6,830,4980
Can't Feel My Face,"{' canadian pop', ' canadian contemporary r&b', 'pop'}",3,777,2331
Mmm Mmm Mmm Mmm,"{' canadian rock', 'pop rock', ' post-grunge'}",3,136,408
I Want You to Want Me,"{'heartland rock', ' soft rock', ' glam metal', ' glam rock', ' rock', ' classic rock', ' album rock', ' mellow gold', ' beatlesque', ' hard rock', ' power pop'}",11,4211,46321
Chasin' You,{'contemporary country'},1,68,68
This Diamond Ring,"{'british invasion', ' bubblegum pop'}",2,204,408
Paradise City,"{'beach music', 'glam metal', ' classic soul', ' new romantic', 'new wave pop', ' rock', ' quiet storm', ' philly soul', 'hard rock', ' memphis soul', ' singer-songwriter', ' new wave pop', ' hard rock', ' instrumental funk', 'soft rock', ' new wave', ' soft rock', 'dance pop', ' new jack swing', ' blues', ' soul', ' girl group', ' psychedelic rock', 'heartland rock', ' jangle pop', ' r&b', ' rock-and-roll', ' southern soul', ' permanent wave', ' disco', ' album rock', ' instrumental soul', ' folk', ' pop', ' synthpop', 'karaoke', ' urban contemporary', 'soul', 'folk rock', ' funk', ' classic rock', ' glam metal', ' british invasion', ' candy pop', ' mellow gold', ' country rock', 'instrumental soul', 'contemporary r&b', ' adult standards'}",49,13433,658217
Save Your Tears - Karaoke Version originally performed by The Weeknd & Ariana Grande,,0,0,0
Damaged,"{' urban contemporary', ' r&b', 'hip pop', ' dance pop', ' girl group'}",5,2147,10735
Shake It Off,"{' urban contemporary', 'urban contemporary', ' pop', ' dance pop', 'pop'}",5,2402,12010
Get over Yourself (Originally Performed by Eden's Crush) [Karaoke Version],,0,0,0
Ataypura!,"{' exotica', 'space age pop', ' lounge'}",3,95,285
Let It Be Me,"{' rock-and-roll', 'folk rock', ' sunshine pop', 'rockabilly', ' mellow gold', ' folk rock', ' adult standards', ' rockabilly'}",8,2288,18304
